,age,job,marital,education,housing,loan
997,100,65,100,71,100,55
998,95,75,100,100,55,100
999,50,70,100,85,55,100
1000,50,52,100,71,55,100
1001,100,75,80,92,100,100
1002,55,100,100,50,55,100
1003,90,65,70,85,55,100
1004,55,65,80,85,55,100
1005,95,90,100,78,55,100
1006,50,85,80,100,55,100
1007,50,85,100,71,100,100
1008,95,90,100,100,100,100
1009,90,85,80,100,100,100
1010,60,90,70,100,55,100
1011,95,65,100,64,55,100
1012,55,85,80,85,100,100
1013,95,90,100,100,100,100
1014,55,75,80,85,100,100
1015,60,85,100,100,100,100
1016,90,65,100,64,55,100
1017,90,65,100,71,55,55
1018,100,75,70,92,100,100
1019,55,80,100,50,55,100
1020,50,85,70,85,100,100
1021,95,85,80,85,100,55
1022,55,85,80,100,55,100
1023,55,85,80,85,100,100
1024,90,75,100,92,100,55
1025,50,85,70,100,100,100
1026,50,100,100,100,100,100
1027,95,85,80,78,100,100
1028,95,75,100,92,55,100
1029,55,65,100,64,100,100
1030,50,75,100,92,55,100
1031,50,65,100,71,100,100
1032,90,85,100,100,55,55
1033,50,90,100,85,55,100
1034,100,90,100,78,55,55
1035,50,70,100,85,55,100
1036,95,65,100,85,55,100
1037,90,65,80,92,55,100
1038,50,100,100,78,100,100
1039,100,70,100,85,50,50
1040,55,70,80,85,100,55
1041,50,70,100,85,55,100
1042,50,90,100,71,55,100
1043,90,70,100,85,55,100
1044,100,52,100,100,55,100
1045,50,85,100,100,55,100
1046,50,85,100,100,100,55
1047,55,95,80,100,100,100
1048,95,70,80,78,100,100
1049,95,52,50,100,55,100
1050,50,70,100,50,55,100
1051,50,85,100,100,100,100
1052,90,65,80,78,55,100
1053,100,65,80,78,100,100
1054,95,70,100,78,55,55
1055,50,75,100,92,55,100
1056,50,65,100,64,100,100
1057,50,95,100,78,100,100
1058,95,50,70,85,100,100
1059,95,85,100,100,100,100
1060,50,80,100,64,55,55
1061,55,85,100,85,100,55
1062,55,70,100,85,100,100
1063,55,65,80,78,55,100
1064,50,70,70,64,55,100
1065,100,55,80,64,100,100
1066,50,70,70,85,55,100
1067,90,85,70,100,100,55
1068,95,85,100,85,100,100
1069,90,65,100,64,55,100
1070,100,52,80,100,100,55
1071,95,70,100,85,55,100
1072,100,85,80,85,55,55
1073,50,90,100,100,55,100
1074,100,85,100,100,100,100
1075,100,70,80,78,100,100
1076,50,85,100,85,55,100
1077,50,85,100,78,55,100
1078,100,75,80,100,100,100
1079,100,65,100,78,100,100
1080,95,95,100,78,100,100
1081,95,75,80,85,55,100
1082,95,50,100,50,100,100
1083,50,65,100,85,100,100
1084,55,52,80,78,100,100
1085,55,65,100,78,50,50
1086,95,85,80,100,55,100
1087,90,70,100,85,100,100
1088,95,95,70,85,55,100
1089,50,85,70,85,55,100
1090,100,65,100,71,100,100
1091,95,65,100,71,55,100
1092,50,65,100,78,100,100
1093,95,85,80,100,100,100
1094,60,65,100,64,100,100
1095,55,85,80,100,55,55
1096,50,90,100,85,100,55
1097,95,65,100,78,55,100
1098,55,85,80,100,55,100
1099,100,75,100,85,55,100
1100,95,65,100,64,55,55
1101,55,65,100,78,55,100
1102,100,85,100,100,100,55
1103,50,65,70,71,55,100
1104,50,85,100,78,100,55
1105,50,75,100,85,100,100
1106,95,85,80,100,55,100
1107,95,65,70,78,50,50
1108,60,50,100,78,100,100
1109,100,100,100,100,55,100
1110,95,80,80,78,100,55
1111,95,75,80,92,100,100
1112,55,85,80,85,55,100
1113,50,65,100,92,100,100
1114,55,65,80,78,55,100
1115,95,100,80,78,100,100
1116,100,75,80,85,55,100
1117,50,70,100,85,100,100
1118,95,70,100,85,55,55
1119,95,85,100,100,55,100
1120,100,95,100,100,100,100
1121,55,85,80,100,55,100
1122,50,60,100,64,55,100
1123,50,60,70,64,100,100
1124,55,75,80,78,55,100
1125,100,90,80,100,100,100
1126,100,65,100,64,100,100
1127,55,75,80,92,100,55
1128,50,85,80,100,100,55
1129,55,65,70,85,55,100
1130,50,65,80,64,55,100
1131,55,90,80,100,100,100
1132,55,85,100,92,100,100
1133,60,90,100,64,100,100
1134,100,75,80,100,100,100
1135,95,70,100,85,100,100
1136,100,65,80,85,50,50
1137,60,80,100,78,55,100
1138,55,65,100,78,100,100
1139,95,85,100,85,55,55
1140,90,85,100,85,55,100
1141,50,85,100,92,100,55
1142,100,60,80,100,100,100
1143,95,85,80,85,55,100
1144,60,85,100,85,55,100
1145,100,65,80,78,55,100
1146,100,95,100,92,55,100
1147,55,85,100,85,55,100
1148,100,65,80,78,55,100
1149,50,65,80,64,100,100
1150,90,100,100,64,100,100
1151,100,85,80,100,100,100
1152,100,85,100,85,100,100
1153,100,52,80,50,55,100
1154,100,70,100,85,50,50
1155,60,80,100,64,100,55
1156,55,70,100,78,100,100
1157,95,85,100,85,55,100
1158,90,85,80,50,100,100
1159,50,75,100,78,55,100
1160,95,100,100,92,100,100
1161,50,70,100,71,55,100
1162,50,85,100,100,100,100
1163,55,75,100,50,100,100
1164,50,95,100,78,55,100
1165,90,65,100,71,100,100
1166,90,52,100,100,55,100
1167,100,85,100,100,100,55
1168,55,65,80,78,55,100
1169,55,65,100,92,100,100
1170,55,85,80,85,100,100
1171,95,65,70,50,55,100
1172,100,70,100,85,100,100
1173,55,65,80,64,100,100
1174,50,90,100,100,55,100
1175,95,65,80,78,100,55
1176,100,85,100,85,100,100
1177,50,70,100,50,55,100
1178,50,60,100,64,55,100
1179,90,70,100,78,55,100
1180,50,100,70,50,55,55
1181,100,65,100,78,50,50
1182,95,85,80,100,55,100
1183,100,90,80,85,100,55
1184,100,65,100,78,55,100
1185,50,85,100,50,100,55
1186,100,95,100,100,55,100
1187,90,75,100,92,100,100
1188,60,52,100,64,100,100
1189,50,75,100,100,50,50
1190,50,52,100,92,55,100
1191,100,100,100,78,100,100
1192,95,65,100,78,100,100
1193,90,65,100,78,55,100
1194,55,85,100,100,100,100
1195,100,70,100,85,55,100
1196,50,75,100,50,55,100
1197,100,100,70,85,100,100
1198,100,90,100,85,100,100
1199,100,65,100,64,100,100
1200,55,60,80,64,55,55
1201,55,70,80,85,100,55
1202,50,90,100,100,55,100
1203,50,70,70,64,100,100
1204,95,65,100,92,100,100
1205,100,65,100,71,100,55
1206,60,80,100,64,100,100
1207,50,100,100,100,100,100
1208,95,85,100,85,50,50
1209,50,85,70,85,55,100
1210,100,65,80,78,55,100
1211,55,65,80,78,55,55
1212,95,85,80,85,55,100
1213,50,70,70,85,55,100
1214,100,100,70,71,55,55
1215,50,80,70,64,100,55
1216,50,70,70,85,55,100
1217,100,85,100,100,100,55
1218,90,75,80,78,100,100
1219,50,80,100,64,100,55
1220,50,52,70,100,100,100
1221,90,75,80,85,100,100
1222,100,75,80,100,100,55
1223,50,60,70,64,100,100
1224,95,75,100,85,50,50
1225,95,70,80,85,55,100
1226,50,52,100,85,100,100
1227,100,85,100,100,100,100
1228,95,85,100,100,55,100
1229,100,75,80,100,100,100
1230,60,85,70,85,55,55
1231,95,75,100,85,50,50
1232,50,75,100,92,100,100
1233,55,85,100,85,50,50
1234,95,75,100,85,100,100
1235,95,65,100,71,50,50
1236,50,70,100,78,100,100
1237,100,65,100,64,55,55
1238,60,75,70,78,100,100
1239,50,85,70,100,100,100
1240,95,65,100,78,55,100
1241,55,90,80,100,55,100
1242,100,85,100,100,100,100
1243,55,70,80,85,100,100
1244,95,65,80,78,100,100
1245,50,100,100,100,100,100
1246,90,52,100,78,100,100
1247,50,95,100,92,55,100
1248,100,65,80,85,55,55
1249,50,95,100,100,55,100
1250,90,85,100,85,100,100
1251,95,75,100,92,55,100
1252,95,85,80,100,55,100
1253,50,65,100,71,100,100
1254,50,80,100,64,50,50
1255,50,75,100,100,55,100
1256,95,95,80,100,55,100
1257,50,80,100,64,100,55
1258,55,70,80,64,55,100
1259,100,85,80,100,55,100
1260,50,80,100,85,100,100
1261,100,85,70,100,100,100
1262,50,65,100,71,100,100
1263,95,90,70,100,50,50
1264,55,55,80,50,100,100
1265,100,70,100,85,55,100
1266,50,90,100,100,100,100
1267,50,65,70,64,55,100
1268,50,100,100,100,55,100
1269,60,80,100,100,100,100
1270,100,85,70,100,100,100
1271,95,85,100,100,55,100
1272,95,85,80,85,55,100
1273,95,85,80,100,100,100
1274,95,70,100,85,55,100
1275,55,55,80,85,55,100
1276,50,65,100,92,100,100
1277,55,55,80,92,55,100
1278,100,85,100,85,55,100
1279,55,65,100,78,100,100
1280,95,90,100,100,55,100
1281,50,65,100,78,100,55
1282,95,50,100,78,55,100
1283,50,80,70,64,55,100
1284,90,95,100,85,55,100
1285,50,95,70,100,55,100
1286,95,90,100,100,100,100
1287,90,70,80,85,55,100
1288,50,70,80,85,55,100
1289,60,80,50,100,55,100
1290,50,75,100,85,55,100
1291,90,90,100,100,100,100
1292,100,75,70,92,100,55
1293,55,85,80,64,100,55
1294,55,90,100,100,55,100
1295,100,75,80,85,100,100
1296,90,95,100,85,100,100
1297,50,52,100,100,50,50
1298,95,90,100,100,50,50
1299,55,90,80,100,100,100
1300,50,70,100,92,50,50
1301,95,70,80,78,55,100
1302,100,65,100,85,100,100
1303,95,85,100,100,100,100
1304,55,65,100,71,55,55
1305,100,85,100,85,100,55
1306,100,75,100,92,50,50
1307,95,65,100,85,100,100
1308,50,90,100,100,55,100
1309,100,65,100,64,55,55
1310,50,75,100,100,100,55
1311,50,65,100,64,55,100
1312,50,90,100,100,55,100
1313,50,65,100,85,55,100
1314,50,80,100,85,55,100
1315,50,80,100,100,100,55
1316,50,75,100,92,55,100
1317,95,85,80,100,100,100
1318,90,85,100,85,100,100
1319,100,75,80,92,55,100
1320,60,85,80,100,55,100
1321,50,75,100,100,55,100
1322,95,65,100,71,55,100
1323,100,85,100,100,55,100
1324,95,70,100,85,100,100
1325,90,95,80,100,55,55
1326,90,65,70,85,55,100
1327,90,75,80,85,55,100
1328,55,52,100,85,100,100
1329,60,50,100,50,100,100
1330,50,70,100,85,100,100
1331,50,85,70,100,100,55
1332,50,85,100,100,100,55
1333,50,80,100,64,55,100
1334,100,100,100,85,100,100
1335,50,70,100,50,55,100
1336,60,70,100,85,55,100
1337,100,85,100,100,100,100
1338,95,65,100,71,55,55
1339,90,70,100,85,100,100
1340,100,85,100,100,100,100
1341,100,70,100,85,55,100
1342,55,90,80,100,100,55
1343,90,90,70,85,100,100
1344,90,70,70,78,100,100
1345,100,85,100,100,100,100
1346,55,70,100,85,50,50
1347,95,85,80,85,100,100
1348,90,65,100,71,100,100
1349,55,65,100,85,100,100
1350,50,65,100,78,100,100
1351,100,52,100,92,100,100
1352,55,55,80,85,55,100
1353,95,85,80,100,100,100
1354,100,65,100,78,55,100
1355,60,90,70,100,100,100
1356,95,65,80,71,55,55
1357,100,85,80,85,100,100
1358,100,85,100,85,55,100
1359,50,65,100,64,100,55
1360,100,65,80,71,55,100
1361,95,85,80,85,100,100
1362,55,75,80,92,100,100
1363,50,80,70,100,55,100
1364,55,70,80,78,100,55
1365,90,85,70,85,100,55
1366,95,100,80,100,100,100
1367,55,85,80,100,55,100
1368,95,85,80,100,100,100
1369,100,75,100,92,55,100
1370,95,70,100,85,100,55
1371,95,75,100,85,55,100
1372,95,90,70,85,100,100
1373,50,80,100,64,55,100
1374,100,85,80,100,100,100
1375,100,70,80,85,100,100
1376,50,85,80,100,55,100
1377,55,55,80,50,100,55
1378,90,65,70,78,55,100
1379,95,85,100,100,55,100
1380,50,65,100,64,55,55
1381,50,70,100,85,100,100
1382,55,85,80,100,55,100
1383,95,50,100,50,55,100
1384,100,100,100,64,100,100
1385,95,85,100,100,55,100
1386,95,85,80,100,55,100
1387,90,75,100,92,55,100
1388,90,85,80,100,100,100
1389,95,75,100,92,100,100
1390,100,65,100,71,55,55
1391,50,85,100,85,55,100
1392,50,85,70,100,100,100
1393,60,90,100,100,55,100
1394,95,70,100,85,55,55
1395,100,90,100,100,100,100
1396,95,65,100,78,100,100
1397,100,85,100,85,100,100
1398,90,75,80,100,100,55
1399,95,85,100,100,55,100
1400,100,75,100,100,100,100
1401,55,75,80,85,100,100
1402,100,85,80,85,55,100
1403,95,85,70,100,100,100
1404,95,85,100,100,100,100
1405,95,65,100,64,55,100
1406,100,85,100,100,100,100
1407,100,85,80,100,55,100
1408,100,95,80,85,100,100
1409,90,85,80,100,100,55
1410,55,75,80,78,55,100
1411,50,75,100,92,55,100
1412,55,70,80,78,55,100
1413,90,100,100,92,100,55
1414,50,52,100,92,100,55
1415,95,65,80,71,55,100
1416,90,85,100,100,100,100
1417,95,75,80,92,55,55
1418,95,65,70,78,55,100
1419,95,70,100,78,55,100
1420,50,65,100,71,55,100
1421,55,65,80,78,100,100
1422,100,75,100,100,100,100
1423,100,100,70,64,55,100
1424,100,90,100,100,100,100
1425,55,80,100,100,100,100
1426,50,65,100,71,55,100
1427,100,52,100,100,100,100
1428,50,70,100,85,55,55
1429,100,85,100,85,100,55
1430,50,70,100,64,55,55
1431,95,85,100,85,50,50
1432,90,65,80,64,50,50
1433,100,95,80,100,100,100
1434,100,65,100,78,55,100
1435,90,70,100,85,55,100
1436,50,85,100,100,55,100
1437,50,100,100,78,55,100
1438,90,85,80,85,55,100
1439,100,85,70,100,100,100
1440,50,75,100,92,100,100
1441,90,95,100,64,55,55
1442,50,70,100,71,55,55
1443,90,75,80,50,100,100
1444,50,60,80,100,55,55
1445,90,85,100,100,100,100
1446,55,65,80,64,100,55
1447,95,65,70,78,55,100
1448,100,65,100,78,55,100
1449,95,85,80,71,100,100
1450,100,65,100,78,55,55
1451,95,70,100,85,55,100
1452,55,95,70,100,55,100
1453,90,85,100,78,55,100
1454,100,75,80,92,55,100
1455,90,65,100,64,100,100
1456,95,70,100,85,100,100
1457,95,85,70,85,55,100
1458,95,90,100,100,100,100
1459,50,90,100,85,55,55
1460,55,85,80,85,100,100
1461,50,65,70,85,55,100
1462,100,75,70,50,55,100
1463,50,100,100,78,100,100
1464,50,50,100,92,55,100
1465,55,75,80,92,100,100
1466,55,70,100,85,55,100
1467,95,75,100,100,100,100
1468,50,80,80,100,100,100
1469,55,85,80,100,100,55
1470,100,70,100,85,55,100
1471,50,75,70,100,55,55
1472,95,70,80,85,100,100
1473,95,75,80,92,100,55
1474,95,70,80,78,100,100
1475,50,70,80,85,100,100
1476,55,85,80,100,100,100
1477,95,55,80,50,55,100
1478,90,75,100,92,55,100
1479,95,65,100,85,100,100
1480,100,90,80,100,55,100
1481,95,85,100,85,55,100
1482,55,65,80,92,100,100
1483,55,65,100,64,55,100
1484,55,85,80,100,55,100
1485,100,75,100,100,55,100
1486,95,75,100,100,55,100
1487,50,70,100,85,100,100
1488,100,75,70,92,100,100
1489,50,80,100,92,100,100
1490,100,85,80,85,100,100
1491,55,60,100,50,100,100
1492,90,75,70,100,100,100
1493,50,65,100,64,55,55
1494,100,75,100,100,55,100
1495,50,90,100,50,100,100
1496,95,80,80,85,55,100
1497,100,75,100,92,100,100
1498,95,60,70,78,100,100
1499,90,85,100,85,100,100
1500,95,85,100,100,100,100
1501,90,85,70,100,100,100
1502,95,85,100,100,100,100
1503,50,75,70,85,100,100
1504,55,65,80,78,100,100
1505,100,65,80,78,55,100
1506,50,75,100,100,100,100
1507,50,85,100,71,100,100
1508,95,75,80,92,100,100
1509,50,65,100,71,55,100
1510,55,55,80,92,55,100
1511,100,52,100,85,55,100
1512,50,65,100,64,100,100
1513,50,52,100,78,55,100
1514,100,70,100,85,55,100
1515,95,65,100,71,55,100
1516,50,85,80,92,55,100
1517,95,85,100,100,55,100
1518,100,65,80,78,100,100
1519,50,85,100,64,55,100
1520,95,65,100,71,55,100
1521,95,85,80,100,100,55
1522,100,85,70,78,100,100
1523,100,70,100,85,55,100
1524,50,75,100,100,100,100
1525,55,85,80,100,55,100
1526,95,70,100,85,100,100
1527,95,65,100,85,100,100
1528,50,65,100,64,100,100
1529,55,85,80,85,100,100
1530,60,80,70,78,100,100
1531,50,80,100,64,55,55
1532,100,65,100,85,55,100
1533,95,60,100,71,100,100
1534,50,65,100,92,100,55
1535,100,85,100,85,100,100
1536,95,90,100,100,100,100
1537,50,75,100,92,100,100
1538,50,70,100,78,100,100
1539,95,70,80,100,50,50
1540,50,80,100,64,55,100
1541,55,70,80,85,55,100
1542,50,75,100,100,55,100
1543,50,80,100,78,100,100
1544,90,75,100,92,100,55
1545,50,80,100,85,55,100
1546,50,85,70,85,100,100
1547,100,85,100,100,55,100
1548,100,65,80,78,100,100
1549,95,70,70,85,55,100
1550,95,65,100,85,55,100
1551,95,65,100,50,100,100
1552,50,75,70,92,100,100
1553,90,85,100,100,100,100
1554,95,65,80,100,55,100
1555,95,75,100,92,100,100
1556,50,65,70,64,55,100
1557,50,65,100,78,55,100
1558,95,85,80,85,55,100
1559,90,85,100,100,55,55
1560,50,85,70,50,100,100
1561,90,90,80,100,55,100
1562,50,75,100,92,100,100
1563,90,65,100,85,55,100
1564,90,85,100,100,100,100
1565,95,85,80,100,100,100
1566,100,85,80,100,100,100
1567,95,65,80,64,100,100
1568,95,85,70,100,55,100
1569,100,85,100,85,55,100
1570,100,70,100,64,55,100
1571,50,100,100,100,100,100
1572,95,85,100,85,55,100
1573,95,90,100,100,55,100
1574,95,75,80,100,100,100
1575,55,65,80,85,55,100
1576,55,75,80,92,100,100
1577,55,85,80,85,55,100
1578,60,80,100,71,100,100
1579,55,70,80,85,55,100
1580,95,75,80,92,100,100
1581,95,100,80,71,100,100
1582,100,70,100,50,100,100
1583,90,75,100,100,55,100
1584,95,85,70,100,100,100
1585,100,70,100,78,55,100
1586,50,85,70,100,100,100
1587,50,65,100,85,100,55
1588,100,90,100,100,100,55
1589,90,75,100,92,50,50
1590,50,75,100,92,55,55
1591,50,80,100,64,55,100
1592,55,75,100,92,55,100
1593,100,85,80,100,100,100
1594,50,85,80,100,55,100
1595,50,65,70,64,55,100
1596,100,65,100,71,55,100
1597,50,85,100,85,55,100
1598,90,100,100,100,100,100
1599,90,70,70,85,55,100
1600,55,95,80,78,100,100
1601,50,75,100,92,55,100
1602,50,100,100,100,100,100
1603,50,95,100,78,100,100
1604,55,55,80,85,55,100
1605,100,100,80,71,100,100
1606,95,65,70,50,55,100
1607,50,65,100,64,100,100
1608,95,85,70,100,55,55
1609,90,85,70,85,100,100
1610,95,85,80,85,100,100
1611,50,80,100,64,100,100
1612,50,80,100,100,100,100
1613,50,85,70,78,100,100
1614,50,65,70,64,100,100
1615,50,70,100,85,100,100
1616,55,65,80,78,55,55
1617,50,75,70,92,55,100
1618,50,50,100,50,100,100
1619,95,65,100,64,100,55
1620,50,85,100,100,55,55
1621,100,85,100,100,55,100
1622,95,100,100,100,55,100
1623,55,65,80,64,100,55
1624,90,60,100,64,55,55
1625,90,52,100,85,55,100
1626,50,60,100,50,100,100
1627,55,65,80,78,100,100
1628,100,55,80,50,100,100
1629,50,65,100,64,100,55
1630,50,65,80,78,100,100
1631,90,75,100,92,100,100
1632,55,85,100,100,55,55
1633,95,65,100,78,100,100
1634,50,65,100,64,55,100
1635,90,75,100,92,55,100
1636,55,95,80,100,55,100
1637,100,75,70,92,100,100
1638,90,100,100,64,100,100
1639,95,85,100,100,100,100
1640,100,65,100,71,100,100
1641,95,75,80,85,100,55
1642,50,50,100,50,55,100
1643,95,75,100,92,55,100
1644,95,85,50,100,100,100
1645,55,85,100,100,55,100
1646,95,65,100,78,55,100
1647,50,65,100,64,55,100
1648,95,90,80,100,55,100
1649,95,65,80,78,55,100
1650,50,65,100,100,100,100
1651,60,80,100,92,55,55
1652,90,70,70,85,100,100
1653,55,85,80,100,100,100
1654,60,90,70,100,100,100
1655,55,70,80,85,55,100
1656,90,85,100,100,55,100
1657,100,65,100,78,100,100
1658,55,70,80,85,100,55
1659,50,65,70,64,55,100
1660,95,75,80,100,100,100
1661,55,55,80,50,100,100
1662,95,65,100,92,100,100
1663,95,65,100,78,55,100
1664,100,65,100,78,55,55
1665,95,65,100,78,100,100
1666,95,52,100,100,55,100
1667,50,85,100,85,55,55
1668,50,65,100,64,55,100
1669,95,65,100,92,100,100
1670,55,55,80,85,55,100
1671,60,75,100,100,55,55
1672,60,80,70,85,100,100
1673,100,85,80,100,100,55
1674,95,95,70,92,100,55
1675,50,90,100,100,100,55
1676,100,85,80,100,50,50
1677,90,75,70,92,100,100
1678,95,65,100,50,55,100
1679,55,65,80,85,55,100
1680,50,85,70,85,100,100
1681,55,75,80,92,100,100
1682,95,95,100,100,55,100
1683,55,55,80,78,100,100
1684,100,52,80,100,100,100
1685,100,65,80,85,55,100
1686,50,85,80,85,100,55
1687,90,75,100,92,55,100
1688,100,75,80,92,100,55
1689,90,75,80,92,100,100
1690,100,65,100,71,55,100
1691,100,75,100,92,55,100
1692,50,75,100,50,100,100
1693,55,85,100,85,100,55
1694,55,65,80,78,55,100
1695,95,85,100,85,55,100
1696,55,75,100,92,100,100
1697,60,80,100,100,55,100
1698,50,52,100,71,55,100
1699,95,85,100,100,100,100
1700,100,65,100,71,55,100
1701,90,85,100,85,55,100
1702,100,65,100,71,100,100
1703,95,85,80,100,100,100
1704,90,85,100,100,100,100
1705,95,90,100,100,100,100
1706,50,65,100,92,55,100
1707,95,85,80,85,55,100
1708,50,100,100,92,55,100
1709,55,65,80,64,100,100
1710,95,90,100,85,55,100
1711,95,75,100,92,55,55
1712,100,85,100,100,100,100
1713,100,85,80,100,100,100
1714,50,95,100,100,50,50
1715,50,100,100,85,100,100
1716,50,85,100,78,100,100
1717,95,60,100,100,100,100
1718,100,60,100,85,100,100
1719,100,90,70,100,100,100
1720,50,85,70,85,55,100
1721,50,52,70,64,55,55
1722,55,65,80,71,55,100
1723,90,65,100,64,100,100
1724,50,65,100,71,55,100
1725,100,85,100,100,100,55
1726,100,85,100,100,100,100
1727,60,80,100,92,100,100
1728,100,85,80,78,100,100
1729,100,65,100,78,55,100
1730,50,100,100,100,100,100
1731,50,90,100,85,100,100
1732,95,85,80,50,55,100
1733,55,75,80,85,100,100
1734,55,65,100,71,55,100
1735,50,52,80,64,50,50
1736,95,85,100,85,100,100
1737,55,65,80,64,55,100
1738,95,85,80,85,100,100
1739,95,60,100,85,100,100
1740,100,75,80,100,100,100
1741,100,85,80,100,100,100
1742,90,75,80,100,100,100
1743,95,65,80,78,100,100
1744,50,65,100,50,55,100
1745,90,75,100,92,55,100
1746,95,65,100,71,100,100
1747,90,100,100,100,100,100
1748,95,85,100,92,55,100
1749,55,70,80,85,100,100
1750,100,65,100,78,100,100
1751,90,85,80,100,100,100
1752,50,90,100,78,100,100
1753,95,85,100,100,100,100
1754,50,80,100,71,100,100
1755,100,85,80,100,100,100
1756,90,90,70,100,100,55
1757,90,65,100,78,55,100
1758,100,75,100,92,55,100
1759,55,75,80,92,100,55
1760,95,50,70,85,100,100
1761,50,65,100,78,55,100
1762,55,55,80,85,100,55
1763,50,65,70,64,55,100
1764,50,95,100,78,100,100
1765,100,75,80,100,100,100
1766,55,85,80,100,55,100
1767,100,90,100,100,100,100
1768,55,55,80,85,100,55
1769,100,75,80,92,100,100
1770,55,75,70,100,55,100
1771,90,65,100,64,100,100
1772,50,90,100,100,100,100
1773,100,65,80,64,100,100
1774,95,85,80,85,100,100
1775,50,80,100,92,55,100
1776,50,75,100,85,100,55
1777,50,75,100,71,55,100
1778,50,70,100,85,100,100
1779,60,90,100,50,100,100
1780,95,85,100,100,100,100
1781,55,70,80,85,100,100
1782,50,85,100,100,100,100
1783,90,85,80,100,55,100
1784,95,85,100,85,100,100
1785,100,90,100,100,55,100
1786,90,70,100,85,100,100
1787,95,75,80,92,100,100
1788,50,65,100,50,100,100
1789,50,65,100,64,100,100
1790,55,85,80,100,55,55
1791,95,85,100,100,100,100
1792,100,75,80,92,100,55
1793,95,90,70,100,100,100
1794,90,65,100,71,100,100
1795,50,75,80,92,100,100
1796,50,80,100,50,100,100
1797,100,65,100,92,100,100
1798,95,100,70,85,55,100
1799,100,75,100,85,100,100
1800,95,75,80,100,100,100
1801,55,60,100,85,100,100
1802,100,75,100,78,55,100
1803,95,70,100,78,100,100
1804,100,95,100,100,55,100
1805,100,70,100,85,55,100
1806,60,65,100,64,100,100
1807,60,80,80,64,100,100
1808,50,70,70,64,55,100
1809,50,70,70,85,55,100
1810,95,85,100,100,100,55
1811,90,85,70,85,100,55
1812,60,100,100,100,55,100
1813,100,95,80,100,55,100
1814,100,75,80,100,100,100
1815,55,52,80,78,55,55
1816,90,70,100,85,100,55
1817,90,75,100,85,100,100
1818,50,85,100,78,100,100
1819,50,85,100,85,100,55
1820,90,75,80,100,55,100
1821,95,75,100,100,100,100
1822,95,70,100,85,100,55
1823,90,70,80,71,100,55
1824,100,70,100,85,55,100
1825,50,85,100,85,100,100
1826,95,85,100,92,55,100
1827,60,85,100,78,100,100
1828,100,65,100,78,100,100
1829,50,100,100,78,55,55
1830,95,65,100,64,100,100
1831,55,50,80,64,100,55
1832,90,52,100,78,100,55
1833,100,75,80,100,55,100
1834,50,65,100,92,100,55
1835,95,100,70,100,55,55
1836,100,65,100,71,55,100
1837,90,85,100,100,100,100
1838,95,95,100,85,100,100
1839,100,70,100,85,55,100
1840,95,85,100,100,100,100
1841,60,60,100,64,55,100
1842,90,70,100,85,55,100
1843,95,90,100,100,100,100
1844,50,85,70,85,100,100
1845,50,65,100,50,100,55
1846,95,95,80,100,55,55
1847,100,52,80,92,100,55
1848,50,100,70,50,55,100
1849,55,65,100,78,100,100
1850,50,80,100,92,100,100
1851,50,90,100,100,100,100
1852,55,90,80,100,100,100
1853,100,75,100,85,100,100
1854,50,60,80,100,55,100
1855,90,75,70,78,55,100
1856,50,90,70,100,55,100
1857,55,75,50,85,100,100
1858,50,60,70,64,100,55
1859,50,75,70,100,55,100
1860,100,65,80,64,55,100
1861,95,65,80,85,55,100
1862,100,85,80,100,100,100
1863,100,55,80,50,55,100
1864,95,95,100,100,55,55
1865,90,65,100,71,55,55
1866,90,85,100,100,100,100
1867,100,70,100,85,55,100
1868,95,85,80,85,100,100
1869,95,95,100,85,100,100
1870,55,55,80,50,100,100
1871,95,85,100,100,100,100
1872,90,75,80,50,100,100
1873,90,52,80,64,55,100
1874,100,100,80,71,100,55
1875,95,75,80,100,55,100
1876,95,60,100,64,55,100
1877,50,60,100,71,100,100
1878,100,85,100,100,100,100
1879,95,52,100,100,55,55
1880,100,70,80,85,55,100
1881,100,85,80,100,55,100
1882,50,65,100,78,55,100
1883,50,70,100,85,100,100
1884,90,75,80,100,55,100
1885,100,85,80,100,100,100
1886,95,85,100,100,55,100
1887,55,55,80,85,100,100
1888,55,52,80,85,100,100
1889,90,65,70,71,100,55
1890,55,70,80,85,55,100
1891,95,65,100,78,100,100
1892,95,65,100,78,100,100
1893,100,70,80,78,55,100
1894,90,90,100,92,55,100
1895,90,85,100,100,55,100
1896,100,95,80,78,55,55
1897,100,85,80,100,55,100
1898,55,75,100,92,100,100
1899,100,75,80,92,55,100
1900,55,80,100,78,55,100
1901,50,85,100,100,100,55
1902,95,65,100,71,100,100
1903,50,65,100,50,55,100
1904,100,75,100,92,100,100
1905,95,75,100,85,55,100
1906,55,85,100,85,100,100
1907,95,90,100,100,55,55
1908,95,75,80,85,55,100
1909,50,65,100,71,100,100
1910,95,52,100,64,100,100
1911,50,75,80,92,100,100
1912,55,85,80,100,55,100
1913,50,95,100,100,100,100
1914,55,70,100,85,55,55
1915,55,70,100,85,100,100
1916,50,90,70,100,100,100
1917,95,85,100,71,55,100
1918,50,80,80,92,100,100
1919,95,75,100,92,55,100
1920,100,85,100,100,100,100
1921,50,75,100,92,100,100
1922,100,65,100,92,55,100
1923,55,52,80,100,100,100
1924,95,85,100,85,100,100
1925,55,75,80,92,55,100
1926,50,65,100,78,55,100
1927,55,85,80,100,100,100
1928,50,65,100,64,55,100
